	JP		EN		TW		KOR		CN	
	覚醒名	説明文	覚醒名	説明文	覚醒名	説明文	覚醒名	説明文	覚醒名	説明文
	初めの一歩	ユグドラシルの葉の効率が2倍になる	First Steps	Yggdrasill's Leaf are 2 times more efficient	最初的一步	世界之樹的葉子的效率提高了2倍	첫걸음	위그드라실의 잎사귀의 효율이 2배 증가	最初的一步	世界之树的叶子的效率提高了2倍
	緑の翼	ユグドラシルの葉の効率が2倍になる	Green Wings	Yggdrasill's Leaf are 2 times more efficient	綠色的翅膀	世界之樹的葉子的效率提高了2倍	녹색의 날개	위그드라실의 잎사귀의 효율이 2배 증가	绿色的翅膀	世界之树的叶子的效率提高了2倍
	地を這う者	ユグドラシルの葉の効率が2倍になる	Earth Crawler	Yggdrasill's Leaf are 2 times more efficient	在地球上爬行的人	世界之樹的葉子的效率提高了2倍	땅을 기어가는 자	위그드라실의 잎사귀의 효율이 2배 증가	在地球上爬行的人	世界之树的叶子的效率提高了2倍
	大地の贈り物	ユグドラシルの葉の効率が2倍になる	Gift from the Earth	Yggdrasill's Leaf are 2 times more efficient	大地的禮物	世界之樹的葉子的效率提高了2倍	대지의 선물	위그드라실의 잎사귀의 효율이 2배 증가	大地的礼物	世界之树的叶子的效率提高了2倍
	自然の調和者 	ユグドラシルの葉の効率が3倍になる	Harmonizer of Nature	Yggdrasill's Leaf are 3 times more efficient	自然的和諧者	世界之樹的葉子的效率提高了3倍	자연의 조율자	위그드라실의 잎사귀의 효율이 3배 증가	自然的和谐者	世界之树的叶子的效率提高了3倍
	聖霊の友	ユグドラシルの葉の効率が2倍になる	Spirit's Friend	Yggdrasill's Leaf are 2 times more efficient	精神的朋友	世界之樹的葉子的效率提高了2倍	성령의 친구	위그드라실의 잎사귀의 효율이 2배 증가	精神的朋友	世界之树的叶子的效率提高了2倍
	風の翼	ユグドラシルの葉の効率が5倍になる	Wind Wings	Yggdrasill's Leaf are 5 times more efficient	風的翅膀	世界之樹的葉子的效率提高了5倍	바람의 날개	위그드라실의 잎사귀의 효율이 5배 증가	风的翅膀	世界之树的叶子的效率提高了5倍
	光の導き手	ユグドラシルの葉の効率が2倍になる	Guide of Light	Yggdrasill's Leaf are 2 times more efficient	光明的嚮導	世界之樹的葉子的效率提高了2倍	빛의 인도자	위그드라실의 잎사귀의 효율이 2배 증가	光明的向导	世界之树的叶子的效率提高了2倍
	聖なる力	ユグドラシルの葉の効率が10倍になる	Sacred Power	Yggdrasill's Leaf are 10 times more efficient	神聖的力量	世界之樹的葉子的效率提高了10倍	신성한 힘	위그드라실의 잎사귀의 효율이 10배 증가	神圣的力量	世界之树的叶子的效率提高了10倍
	鋼鉄の意志	ユグドラシルの葉の効率が2倍になる	Will of Steel	Yggdrasill's Leaf are 2 times more efficient	鋼鐵的意志	世界之樹的葉子的效率提高了2倍	강철의 의지	위그드라실의 잎사귀의 효율이 2배 증가	钢铁的意志	世界之树的叶子的效率提高了2倍
	魔法の守護者	ユグドラシルの葉の効率が2倍になる	Guardian of Magic	Yggdrasill's Leaf are 2 times more efficient	魔法的守護者	世界之樹的葉子的效率提高了2倍	마법의 수호자	위그드라실의 잎사귀의 효율이 2배 증가	魔法的守护者	世界之树的叶子的效率提高了2倍
	黄金の守護者	ユグドラシルの葉の効率が2倍になる	Guardian of Gold	Yggdrasill's Leaf are 2 times more efficient	黃金的守護者	世界之樹的葉子的效率提高了2倍	황금의 수호자	위그드라실의 잎사귀의 효율이 2배 증가	黄金的守护者	世界之树的叶子的效率提高了2倍
	魂の収集者	ユグドラシルの葉の効率が5倍になる	Souls Gatherer	Yggdrasill's Leaf are 5 times more efficient	靈魂的收集者	世界之樹的葉子的效率提高了5倍	영혼 수집가	위그드라실의 잎사귀의 효율이 5배 증가	灵魂的收集者	世界之树的叶子的效率提高了5倍
	神秘の探求者	ユグドラシルの葉の効率が2倍になる	Seeker of Mystery	Yggdrasill's Leaf are 2 times more efficient	神秘事物的探索者	世界之樹的葉子的效率提高了2倍	신비의 탐구자	위그드라실의 잎사귀의 효율이 2배 증가	神秘事物的探索者	世界之树的叶子的效率提高了2倍
	時間の支配者	ユグドラシルの葉の効率が2倍になる	Ruler of Time	Yggdrasill's Leaf are 2 times more efficient	時間的統治者	世界之樹的葉子的效率提高了2倍	시간의 지배자	위그드라실의 잎사귀의 효율이 2배 증가	时间的统治者	世界之树的叶子的效率提高了2倍
	不滅の意志	ユグドラシルの葉の効率が2倍になる	Immortal Will	Yggdrasill's Leaf are 2 times more efficient	不朽的意志	世界之樹的葉子的效率提高了2倍	불멸의 의지	위그드라실의 잎사귀의 효율이 2배 증가	不朽的意志	世界之树的叶子的效率提高了2倍
	宇宙の探求者	ユグドラシルの葉の効率が2倍になる	Explorer of Universe	Yggdrasill's Leaf are 2 times more efficient	宇宙的探索者	世界之樹的葉子的效率提高了2倍	우주의 탐구자	위그드라실의 잎사귀의 효율이 2배 증가	宇宙的探索者	世界之树的叶子的效率提高了2倍
	世界の支配者	ユグドラシルの葉の効率が5倍になる	Ruler of the World	Yggdrasill's Leaf are 5 times more efficient	世界的統治者	世界之樹的葉子的效率提高了5倍	세계의 지배자	위그드라실의 잎사귀의 효율이 5배 증가	世界的统治者	世界之树的叶子的效率提高了5倍
	学びの旅人	ワタリガラスの効率が2倍になる	Traveler of Learning	Raven are 2 times more efficient	學習的旅行者	烏鴉的效率提高了2倍	배움의 여행자	도래하는 까마귀의 효율이 2배 증가	学习的旅行者	乌鸦的效率提高了2倍
	冒険者	ワタリガラスの効率が2倍になる	Adventurer	Raven are 2 times more efficient	冒險家	烏鴉的效率提高了2倍	모험가	도래하는 까마귀의 효율이 2배 증가	冒险家	乌鸦的效率提高了2倍
	探究者	ワタリガラスの効率が2倍になる	Researcher	Raven are 2 times more efficient	探究者	烏鴉的效率提高了2倍	탐구자	도래하는 까마귀의 효율이 2배 증가	探究者	乌鸦的效率提高了2倍
	自然の守り手	ワタリガラスの効率が2倍になる	Defender of Nature	Raven are 2 times more efficient	自然界的捍衛者	烏鴉的效率提高了2倍	자연의 수호자	도래하는 까마귀의 효율이 2배 증가	自然界的捍卫者	乌鸦的效率提高了2倍
	勇敢な戦士	ワタリガラスの効率が3倍になる	Brave Warrior	Raven are 3 times more efficient	勇敢的戰士	烏鴉的效率提高了3倍	용감한 전사	도래하는 까마귀의 효율이 3배 증가	勇敢的战士	乌鸦的效率提高了3倍
	天空の舞者	ワタリガラスの効率が2倍になる	Dancer of the Sky	Raven are 2 times more efficient	天空的舞者	烏鴉的效率提高了2倍	하늘의 춤꾼	도래하는 까마귀의 효율이 2배 증가	天空的舞者	乌鸦的效率提高了2倍
	真実の探求者	ワタリガラスの効率が2倍になる	Seeker of Truth	Raven are 2 times more efficient	真理的探索者	烏鴉的效率提高了2倍	진실의 탐구자	도래하는 까마귀의 효율이 2배 증가	真理的探索者	乌鸦的效率提高了2倍
	幻想の冒険者	ワタリガラスの効率が2倍になる	Adventurer of Illusion	Raven are 2 times more efficient	幻覺的冒險者	烏鴉的效率提高了2倍	환상의 모험가	도래하는 까마귀의 효율이 2배 증가	幻觉的冒险者	乌鸦的效率提高了2倍
	天空の旅人	ワタリガラスの効率が2倍になる	Traveler of Sky	Raven are 2 times more efficient	天空的旅行者	烏鴉的效率提高了2倍	천공의 여행자	도래하는 까마귀의 효율이 2배 증가	天空的旅行者	乌鸦的效率提高了2倍
	時空を超える者	ワタリガラスの効率が5倍になる	Transcenders of Time and Space	Raven are 5 times more efficient	超越時間和空間的人	烏鴉的效率提高了5倍	시공을 초월한 자	도래하는 까마귀의 효율이 5배 증가	超越时间和空间的人	乌鸦的效率提高了5倍
	魂の輝き	ワタリガラスの効率が2倍になる	Shine of Soul	Raven are 2 times more efficient	靈魂的閃光者	烏鴉的效率提高了2倍	영혼의 빛	도래하는 까마귀의 효율이 2배 증가	灵魂的闪光者	乌鸦的效率提高了2倍
	魂の紡ぎ手	ワタリガラスの効率が2倍になる	Weaver of Soul	Raven are 2 times more efficient	靈魂的編織者	烏鴉的效率提高了2倍	영혼을 잇는 자	도래하는 까마귀의 효율이 2배 증가	灵魂的编织者	乌鸦的效率提高了2倍
	知恵の探求者	ワタリガラスの効率が5倍になる	Seeker of Wisdom	Raven are 5 times more efficient	智慧的追求者	烏鴉的效率提高了5倍	지혜의 탐구자	도래하는 까마귀의 효율이 5배 증가	智慧的追求者	乌鸦的效率提高了5倍
	時空を操る者	ワタリガラスの効率が3倍になる	Manipulator of Time and Space	Raven are 3 times more efficient	時間和空間的操縱者	烏鴉的效率提高了3倍	시공간을 조종하는 자	도래하는 까마귀의 효율이 3배 증가	时间和空间的操纵者	乌鸦的效率提高了3倍
	運命の導き手	ワタリガラスの効率が3倍になる	Guide of Destiny	Raven are 3 times more efficient	命運的嚮導	烏鴉的效率提高了3倍	운명의 인도자	도래하는 까마귀의 효율이 3배 증가	命运的向导	乌鸦的效率提高了3倍
	宇宙の航海者	ワタリガラスの効率が3倍になる	Voyager of Universe	Raven are 3 times more efficient	宇宙的領航者	烏鴉的效率提高了3倍	우주의 항해자	도래하는 까마귀의 효율이 3배 증가	宇宙的领航者	乌鸦的效率提高了3倍
	超越する者	ワタリガラスの効率が3倍になる	Transcendent One	Raven are 3 times more efficient	超越者	烏鴉的效率提高了3倍	초월자	도래하는 까마귀의 효율이 3배 증가	超越者	乌鸦的效率提高了3倍
	真理の探求者	ワタリガラスの効率が5倍になる	Seeker of Truth	Raven are 5 times more efficient	尋求真理的人	烏鴉的效率提高了5倍	진리 탐구자	도래하는 까마귀의 효율이 5배 증가	寻求真理的人	乌鸦的效率提高了5倍
	土壌の修復士	人族の農場の効率が2倍になる	Soil Repairer	Human's Farm are 2 times more efficient	土壤恢復者	人類的農莊的效率提高了2倍	토양 복원자	인족의 농장의 효율이 2배 증가	土壤恢复者	人类的农庄的效率提高了2倍
	収穫の達人	人族の農場の効率が2倍になる	Harvest Expert	Human's Farm are 2 times more efficient	收穫大師	人類的農莊的效率提高了2倍	수확의 달인	인족의 농장의 효율이 2배 증가	收获大师	人类的农庄的效率提高了2倍
	農業のプロ	人族の農場の効率が2倍になる	Agricultural Professional	Human's Farm are 2 times more efficient	農業專家	人類的農莊的效率提高了2倍	농업 전문가	인족의 농장의 효율이 2배 증가	农业专家	人类的农庄的效率提高了2倍
	緑の大地の守り手	人族の農場の効率が2倍になる	Defenders of the Green Earth	Human's Farm are 2 times more efficient	綠色土地的捍衛者	人類的農莊的效率提高了2倍	푸른 땅의 수호자	인족의 농장의 효율이 2배 증가	绿色土地的捍卫者	人类的农庄的效率提高了2倍
	自給自足の生活者	人族の農場の効率が2倍になる	Self-sufficient Livelihoods	Human's Farm are 2 times more efficient	自給自足的居民	人類的農莊的效率提高了2倍	자급자족 생활자	인족의 농장의 효율이 2배 증가	自给自足的居民	人类的农庄的效率提高了2倍
	土地改良の達人	人族の農場の効率が2倍になる	Land Improvement Expert	Human's Farm are 2 times more efficient	土地改革者	人類的農莊的效率提高了2倍	토지 개량의 달인	인족의 농장의 효율이 2배 증가	土地改革者	人类的农庄的效率提高了2倍
	食糧危機を救う者	人族の農場の効率が2倍になる	Food Crisis Rescuers	Human's Farm are 2 times more efficient	糧食危機的拯救者	人類的農莊的效率提高了2倍	식량 위기 해결사	인족의 농장의 효율이 2배 증가	粮食危机的拯救者	人类的农庄的效率提高了2倍
	作物の研究者	人族の農場の効率が2倍になる	Crop Researchers	Human's Farm are 2 times more efficient	農作物研究者	人類的農莊的效率提高了2倍	작물 연구자	인족의 농장의 효율이 2배 증가	农作物研究者	人类的农庄的效率提高了2倍
	食糧問題の解決者 	人族の農場の効率が5倍になる	Food Problem Solvers	Human's Farm are 5 times more efficient	糧食問題的解決者	人類的農莊的效率提高了5倍	식량 문제 해결사	인족의 농장의 효율이 5배 증가	粮食问题的解决者	人类的农庄的效率提高了5倍
	農業の継承者	人族の農場の効率が2倍になる	Agricultural Heirs	Human's Farm are 2 times more efficient	農業繼承人	人類的農莊的效率提高了2倍	농업 후계자	인족의 농장의 효율이 2배 증가	农业继承人	人类的农庄的效率提高了2倍
	農業の開拓者	人族の農場の効率が2倍になる	Agricultural Pioneers	Human's Farm are 2 times more efficient	農業先驅者	人類的農莊的效率提高了2倍	농업의 개척자	인족의 농장의 효율이 2배 증가	农业先驱者	人类的农庄的效率提高了2倍
	革命の先駆者	人族の農場の効率が3倍になる	Pioneers of Revolution	Human's Farm are 3 times more efficient	革命的先驅者	人類的農莊的效率提高了3倍	혁명의 선구자	인족의 농장의 효율이 3배 증가	革命的先驱者	人类的农庄的效率提高了3倍
	食の豊かさを追求する存在	人族の農場の効率が2倍になる	Pursuers of Food Enrichment	Human's Farm are 2 times more efficient	食品豐富劑	人類的農莊的效率提高了2倍	식생활의 풍요로움을 추구하는 존재	인족의 농장의 효율이 2배 증가	食品丰富剂	人类的农庄的效率提高了2倍
	農業文化の継承者	人族の農場の効率が3倍になる	Inheritor of Agriculture	Human's Farm are 3 times more efficient	農業文化的繼承者	人類的農莊的效率提高了3倍	농업 문화의 계승자	인족의 농장의 효율이 3배 증가	农业文化的继承者	人类的农庄的效率提高了3倍
	未来を担う存在	人族の農場の効率が3倍になる	Bearers of Future	Human's Farm are 3 times more efficient	未來的承載者	人類的農莊的效率提高了3倍	미래를 책임지는 존재	인족의 농장의 효율이 3배 증가	未来的承载者	人类的农庄的效率提高了3倍
	自然の叡智	人族の農場の効率が3倍になる	Nature's Wisdom	Human's Farm are 3 times more efficient	大自然的智慧	人類的農莊的效率提高了3倍	자연의 지혜	인족의 농장의 효율이 3배 증가	大自然的智慧	人类的农庄的效率提高了3倍
	恵みの管理人	人族の農場の効率が3倍になる	Keeper of Blessings	Human's Farm are 3 times more efficient	福祉的守護者	人類的農莊的效率提高了3倍	은혜의 관리인	인족의 농장의 효율이 3배 증가	福祉的守护者	人类的农庄的效率提高了3倍
	食糧合成の帝王	人族の農場の効率が5倍になる	Emperor of Food Production	Human's Farm are 5 times more efficient	糧食合成的帝王	人類的農莊的效率提高了5倍	식량 생산의 제왕	인족의 농장의 효율이 5배 증가	粮食合成的帝王	人类的农庄的效率提高了5倍
	森の賢者	ダークエルフの泉の効率が2倍になる	Sage of the Forest	Fountain of Dark Elves are 2 times more efficient	森林中的智者	黑暗精靈的噴泉的效率提高了2倍	숲의 현자	다크엘프의 샘의 효율이 2배 증가	森林中的智者	黑暗精灵的喷泉的效率提高了2倍
	森の癒し手 	ダークエルフの泉の効率が2倍になる	Healer of the Forest	Fountain of Dark Elves are 2 times more efficient	森林的醫治者	黑暗精靈的噴泉的效率提高了2倍	숲의 치유자	다크엘프의 샘의 효율이 2배 증가	森林的医治者	黑暗精灵的喷泉的效率提高了2倍
	自然界の使者	ダークエルフの泉の効率が2倍になる	Messenger of Nature	Fountain of Dark Elves are 2 times more efficient	大自然的使者	黑暗精靈的噴泉的效率提高了2倍	자연의 사자	다크엘프의 샘의 효율이 2배 증가	大自然的使者	黑暗精灵的喷泉的效率提高了2倍
	神秘の水源守り	ダークエルフの泉の効率が2倍になる	Guardian of the Mysterious Water Source	Fountain of Dark Elves are 2 times more efficient	神秘的水源守護者	黑暗精靈的噴泉的效率提高了2倍	신비로운 물의 근원을 수호하는 자	다크엘프의 샘의 효율이 2배 증가	神秘的水源守护者	黑暗精灵的喷泉的效率提高了2倍
	水の魔術師	ダークエルフの泉の効率が2倍になる	Magician of Water	Fountain of Dark Elves are 2 times more efficient	水的巫師	黑暗精靈的噴泉的效率提高了2倍	물의 마술사	다크엘프의 샘의 효율이 2배 증가	水的巫师	黑暗精灵的喷泉的效率提高了2倍
	水の加護を授ける者	ダークエルフの泉の効率が2倍になる	Blesser of Water	Fountain of Dark Elves are 2 times more efficient	水的祝福者	黑暗精靈的噴泉的效率提高了2倍	물의 가호를 받은 자	다크엘프의 샘의 효율이 2배 증가	水的祝福者	黑暗精灵的喷泉的效率提高了2倍
	森の守り神	ダークエルフの泉の効率が2倍になる	Guardian of the forest	Fountain of Dark Elves are 2 times more efficient	森林的守護者	黑暗精靈的噴泉的效率提高了2倍	숲의 수호신	다크엘프의 샘의 효율이 2배 증가	森林的守护者	黑暗精灵的喷泉的效率提高了2倍
	水の騎士	ダークエルフの泉の効率が2倍になる	Knight of Water	Fountain of Dark Elves are 2 times more efficient	水的騎士	黑暗精靈的噴泉的效率提高了2倍	물의 기사	다크엘프의 샘의 효율이 2배 증가	水的骑士	黑暗精灵的喷泉的效率提高了2倍
	水の奇跡を起こす者	ダークエルフの泉の効率が5倍になる	Creator of Water Miracle	Fountain of Dark Elves are 5 times more efficient	水奇蹟的創造者	黑暗精靈的噴泉的效率提高了5倍	물의 기적을 일으키는 자	다크엘프의 샘의 효율이 5배 증가	水奇迹的创造者	黑暗精灵的喷泉的效率提高了5倍
	水の聖者	ダークエルフの泉の効率が2倍になる	The Saint of Water	Fountain of Dark Elves are 2 times more efficient	水之聖人	黑暗精靈的噴泉的效率提高了2倍	물의 성자	다크엘프의 샘의 효율이 2배 증가	水之圣人	黑暗精灵的喷泉的效率提高了2倍
	泉の守護者	ダークエルフの泉の効率が2倍になる	Guardian of Fountains	Fountain of Dark Elves are 2 times more efficient	泉水的守護者	黑暗精靈的噴泉的效率提高了2倍	샘의 수호자	다크엘프의 샘의 효율이 2배 증가	泉水的守护者	黑暗精灵的喷泉的效率提高了2倍
	清水の聖者	ダークエルフの泉の効率が2倍になる	Saint of Fresh Water	Fountain of Dark Elves are 2 times more efficient	淡水的聖徒	黑暗精靈的噴泉的效率提高了2倍	맑은 물의 성자	다크엘프의 샘의 효율이 2배 증가	淡水的圣徒	黑暗精灵的喷泉的效率提高了2倍
	純水の加護	ダークエルフの泉の効率が2倍になる	Blessing of Pure Water	Fountain of Dark Elves are 2 times more efficient	祝福純淨的水	黑暗精靈的噴泉的效率提高了2倍	순수한 물의 가호	다크엘프의 샘의 효율이 2배 증가	祝福纯净的水	黑暗精灵的喷泉的效率提高了2倍
	泉の浄化者	ダークエルフの泉の効率が3倍になる	Purifier of Springs	Fountain of Dark Elves are 3 times more efficient	泉水的淨化者	黑暗精靈的噴泉的效率提高了3倍	샘물의 정화자	다크엘프의 샘의 효율이 3배 증가	泉水的净化者	黑暗精灵的喷泉的效率提高了3倍
	流水の詠唱師	ダークエルフの泉の効率が3倍になる	Enchanter of Flowing Water	Fountain of Dark Elves are 3 times more efficient	流水的吟唱者	黑暗精靈的噴泉的效率提高了3倍	흐르는 물의 창시자	다크엘프의 샘의 효율이 3배 증가	流水的吟唱者	黑暗精灵的喷泉的效率提高了3倍
	泉の祝福を受けし者	ダークエルフの泉の効率が3倍になる	Blessed of the Fountain	Fountain of Dark Elves are 3 times more efficient	泉眼的祝福者	黑暗精靈的噴泉的效率提高了3倍	샘의 축복을 받은 자	다크엘프의 샘의 효율이 3배 증가	泉眼的祝福者	黑暗精灵的喷泉的效率提高了3倍
	泉の瑠璃色騎士	ダークエルフの泉の効率が3倍になる	Azure Knight of the Fountain	Fountain of Dark Elves are 3 times more efficient	泉水的青金石騎士	黑暗精靈的噴泉的效率提高了3倍	샘의 청록색 기사	다크엘프의 샘의 효율이 3배 증가	泉水的青金石骑士	黑暗精灵的喷泉的效率提高了3倍
	湧き出る命の源	ダークエルフの泉の効率が5倍になる	Fountain of Life	Fountain of Dark Elves are 5 times more efficient	湧現的生命之源	黑暗精靈的噴泉的效率提高了5倍	샘솟는 생명의 원천	다크엘프의 샘의 효율이 5배 증가	涌现的生命之源	黑暗精灵的喷泉的效率提高了5倍
	鉄の職人	ドヴェルグ族の鍛冶場の効率が2倍になる	Iron Craftsman	Forge of Dwarves are 2 times more efficient	鐵匠	德維爾格的鍛造廠的效率提高了2倍	철의 장인	드베르그의 대장간의 효율이 2배 증가	铁匠	德维尔格的锻造厂的效率提高了2倍
	熟練の鋳造技術者	ドヴェルグ族の鍛冶場の効率が2倍になる	Skilled Forger	Forge of Dwarves are 2 times more efficient	熟練的鑄造工匠	德維爾格的鍛造廠的效率提高了2倍	숙련된 주조 기술자	드베르그의 대장간의 효율이 2배 증가	熟练的铸造工匠	德维尔格的锻造厂的效率提高了2倍
	鋳造の専門家	ドヴェルグ族の鍛冶場の効率が2倍になる	Expert Forger	Forge of Dwarves are 2 times more efficient	專業的鑄造工匠	德維爾格的鍛造廠的效率提高了2倍	주조 전문가	드베르그의 대장간의 효율이 2배 증가	专业的铸造工匠	德维尔格的锻造厂的效率提高了2倍
	鍛冶場の名工	ドヴェルグ族の鍛冶場の効率が2倍になる	Master Blacksmith	Forge of Dwarves are 2 times more efficient	鐵匠大師	德維爾格的鍛造廠的效率提高了2倍	대장간의 명장	드베르그의 대장간의 효율이 2배 증가	铁匠大师	德维尔格的锻造厂的效率提高了2倍
	熟練の鋳造職人	ドヴェルグ族の鍛冶場の効率が2倍になる	Skilled Craftsman	Forge of Dwarves are 2 times more efficient	熟練的鑄造工匠	德維爾格的鍛造廠的效率提高了2倍	숙련된 주조 장인	드베르그의 대장간의 효율이 2배 증가	熟练的铸造工匠	德维尔格的锻造厂的效率提高了2倍
	鋼鉄の創造者	ドヴェルグ族の鍛冶場の効率が2倍になる	Creator of Steel	Forge of Dwarves are 2 times more efficient	鋼材創造者	德維爾格的鍛造廠的效率提高了2倍	강철의 창조자	드베르그의 대장간의 효율이 2배 증가	钢材创造者	德维尔格的锻造厂的效率提高了2倍
	鋼鉄の加工者	ドヴェルグ族の鍛冶場の効率が2倍になる	Steel Manufacturer	Forge of Dwarves are 2 times more efficient	鋼鐵製造者	德維爾格的鍛造廠的效率提高了2倍	강철 가공자	드베르그의 대장간의 효율이 2배 증가	钢铁制造者	德维尔格的锻造厂的效率提高了2倍
	熟練の鍛冶職人	ドヴェルグ族の鍛冶場の効率が2倍になる	Skilled Blacksmith	Forge of Dwarves are 2 times more efficient	熟練的鐵匠	德維爾格的鍛造廠的效率提高了2倍	숙련된 대장장이	드베르그의 대장간의 효율이 2배 증가	熟练的铁匠	德维尔格的锻造厂的效率提高了2倍
	鋳造の革命家	ドヴェルグ族の鍛冶場の効率が5倍になる	Revolutionary of Forging	Forge of Dwarves are 5 times more efficient	鑄造的革命者	德維爾格的鍛造廠的效率提高了5倍	주조의 혁명가	드베르그의 대장간의 효율이 5배 증가	铸造的革命者	德维尔格的锻造厂的效率提高了5倍
	鋳造の巨匠	ドヴェルグ族の鍛冶場の効率が2倍になる	Forging Master	Forge of Dwarves are 2 times more efficient	鑄造大師	德維爾格的鍛造廠的效率提高了2倍	주조의 대가	드베르그의 대장간의 효율이 2배 증가	铸造大师	德维尔格的锻造厂的效率提高了2倍
	鋳造技術者	ドヴェルグ族の鍛冶場の効率が2倍になる	Casting Engineer	Forge of Dwarves are 2 times more efficient	鑄造技術員	德維爾格的鍛造廠的效率提高了2倍	주조 기술자	드베르그의 대장간의 효율이 2배 증가	铸造技术员	德维尔格的锻造厂的效率提高了2倍
	熔鉄の巨匠	ドヴェルグ族の鍛冶場の効率が2倍になる	Master of Iron-Melting	Forge of Dwarves are 2 times more efficient	熔融鐵水的大師	德維爾格的鍛造廠的效率提高了2倍	용철의 대가	드베르그의 대장간의 효율이 2배 증가	熔融铁水的大师	德维尔格的锻造厂的效率提高了2倍
	鍛冶場の黒騎士	ドヴェルグ族の鍛冶場の効率が2倍になる	Black Knight of the Forge	Forge of Dwarves are 2 times more efficient	鍛造的黑騎士	德維爾格的鍛造廠的效率提高了2倍	대장간 흑기사	드베르그의 대장간의 효율이 2배 증가	锻造的黑骑士	德维尔格的锻造厂的效率提高了2倍
	鍛冶場の主	ドヴェルグ族の鍛冶場の効率が3倍になる	Owner of the Forge	Forge of Dwarves are 3 times more efficient	鍛造大師	德維爾格的鍛造廠的效率提高了3倍	대장간 주인	드베르그의 대장간의 효율이 3배 증가	锻造大师	德维尔格的锻造厂的效率提高了3倍
	鍛冶場の巨匠	ドヴェルグ族の鍛冶場の効率が3倍になる	Master of the Forge	Forge of Dwarves are 3 times more efficient	鍛造大師	德維爾格的鍛造廠的效率提高了3倍	대장간 마스터	드베르그의 대장간의 효율이 3배 증가	锻造大师	德维尔格的锻造厂的效率提高了3倍
	炎の聖域の守護者	ドヴェルグ族の鍛冶場の効率が3倍になる	Guardian of the Sanctuary of Fire	Forge of Dwarves are 3 times more efficient	火之聖地的守護者	德維爾格的鍛造廠的效率提高了3倍	불의 성역의 수호자	드베르그의 대장간의 효율이 3배 증가	火之圣地的守护者	德维尔格的锻造厂的效率提高了3倍
	鉄の聖域の守護者	ドヴェルグ族の鍛冶場の効率が3倍になる	Guardian of the Sanctuary of Iron	Forge of Dwarves are 3 times more efficient	鐵之聖地的守護者	德維爾格的鍛造廠的效率提高了3倍	철의 성역의 수호자	드베르그의 대장간의 효율이 3배 증가	铁之圣地的守护者	德维尔格的锻造厂的效率提高了3倍
	偉大なる錬金術師	ドヴェルグ族の鍛冶場の効率が5倍になる	The Great Alchemist	Forge of Dwarves are 5 times more efficient	偉大的煉金術士	德維爾格的鍛造廠的效率提高了5倍	위대한 연금술사	드베르그의 대장간의 효율이 5배 증가	伟大的炼金术士	德维尔格的锻造厂的效率提高了5倍
	神の使者の召集者	ヴァン神族の祭祀場の効率が2倍になる	Summoner of God's messengers	Vanir's Shrine are 2 times more efficient	神聖使者的召喚者	華納神族的祭祀大廳的效率提高了2倍	신의 사자 소집자	바니르 신족의 제사장의 효율이 2배 증가	神圣使者的召唤者	华纳神族的祭祀大厅的效率提高了2倍
	神秘の儀式の指導者	ヴァン神族の祭祀場の効率が2倍になる	Leader of Mystical Ritual	Vanir's Shrine are 2 times more efficient	神秘儀式的領導者	華納神族的祭祀大廳的效率提高了2倍	신비한 의식의 지도자	바니르 신족의 제사장의 효율이 2배 증가	神秘仪式的领导者	华纳神族的祭祀大厅的效率提高了2倍
	神々の恵みの伝達者	ヴァン神族の祭祀場の効率が2倍になる	Transmitter of Gods' Blessing	Vanir's Shrine are 2 times more efficient	諸神祝福的傳遞者	華納神族的祭祀大廳的效率提高了2倍	신들의 은총의 전달자	바니르 신족의 제사장의 효율이 2배 증가	诸神祝福的传递者	华纳神族的祭祀大厅的效率提高了2倍
